0.00.037.047 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.038.853 W srv  llama_server: -----------------
0.00.038.855 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.038.856 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.038.856 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.038.856 W srv  llama_server: -----------------
0.00.040.850 I srv    load_model: loading model 'models/rival/Qwen3.5-35B-A3B-UD-IQ3_S.gguf'
0.05.978.701 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.998.934 I srv  llama_server: model loaded
0.05.998.937 I srv  llama_server: listening on http://127.0.0.1:8087
0.10.259.454 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
9.39.361.734 I slot print_timing: id  0 | task 24135 | n_decoded =    584, tg =  48.43 t/s, tg_3s =  36.13 t/s
9.39.879.074 I slot print_timing: id  0 | task 24135 | prompt eval time =     280.73 ms /    78 tokens (    3.60 ms per token,   277.85 tokens per second)
9.39.879.078 I slot print_timing: id  0 | task 24135 |        eval time =   12575.35 ms /   600 tokens (   20.96 ms per token,    47.71 tokens per second)
9.39.879.079 I slot print_timing: id  0 | task 24135 |       total time =   12856.08 ms /   678 tokens
9.39.879.079 I slot print_timing: id  0 | task 24135 |    graphs reused =      24332
9.39.879.118 I slot      release: id  0 | task 24135 | stop processing: n_tokens = 677, truncated = 0
9.39.880.865 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
9.39.880.882 I slot launch_slot_: id  0 | task 24737 | processing task, is_child = 0
9.39.993.316 I slot print_timing: id  0 | task 24737 | prompt eval time =      91.92 ms /     9 tokens (   10.21 ms per token,    97.91 tokens per second)
9.39.993.319 I slot print_timing: id  0 | task 24737 |        eval time =      20.49 ms /     2 tokens (   10.25 ms per token,    97.60 tokens per second)
9.39.993.319 I slot print_timing: id  0 | task 24737 |       total time =     112.41 ms /    11 tokens
9.39.993.319 I slot print_timing: id  0 | task 24737 |    graphs reused =      24332
9.39.993.346 I slot      release: id  0 | task 24737 | stop processing: n_tokens = 687, truncated = 0
9.39.994.299 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 11869752765
9.39.994.312 I slot launch_slot_: id  3 | task 24741 | processing task, is_child = 0
9.39.994.342 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.056 MiB)
9.43.297.161 I slot print_timing: id  3 | task 24741 | n_decoded =    114, tg =  37.83 t/s, tg_3s =  37.83 t/s
9.46.313.398 I slot print_timing: id  3 | task 24741 | n_decoded =    237, tg =  39.30 t/s, tg_3s =  40.78 t/s
9.49.328.669 I slot print_timing: id  3 | task 24741 | n_decoded =    396, tg =  43.78 t/s, tg_3s =  52.73 t/s
9.52.331.725 I slot print_timing: id  3 | task 24741 | n_decoded =    528, tg =  43.82 t/s, tg_3s =  43.96 t/s
9.54.041.092 I slot print_timing: id  3 | task 24741 | prompt eval time =     239.15 ms /    54 tokens (    4.43 ms per token,   225.80 tokens per second)
9.54.041.095 I slot print_timing: id  3 | task 24741 |        eval time =   13757.71 ms /   600 tokens (   22.93 ms per token,    43.61 tokens per second)
9.54.041.096 I slot print_timing: id  3 | task 24741 |       total time =   13996.86 ms /   654 tokens
9.54.041.096 I slot print_timing: id  3 | task 24741 |    graphs reused =      24928
9.54.041.110 I slot      release: id  3 | task 24741 | stop processing: n_tokens = 653, truncated = 0
9.54.042.693 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
9.54.042.711 I slot launch_slot_: id  3 | task 25343 | processing task, is_child = 0
9.54.147.739 I slot print_timing: id  3 | task 25343 | prompt eval time =      84.78 ms /     9 tokens (    9.42 ms per token,   106.16 tokens per second)
9.54.147.745 I slot print_timing: id  3 | task 25343 |        eval time =      20.23 ms /     2 tokens (   10.12 ms per token,    98.86 tokens per second)
9.54.147.745 I slot print_timing: id  3 | task 25343 |       total time =     105.01 ms /    11 tokens
9.54.147.745 I slot print_timing: id  3 | task 25343 |    graphs reused =      24928
9.54.147.777 I slot      release: id  3 | task 25343 | stop processing: n_tokens = 663, truncated = 0
9.54.148.845 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 11883182765
9.54.148.863 I slot launch_slot_: id  2 | task 25347 | processing task, is_child = 0
9.54.148.898 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.586 MiB)
9.57.513.769 I slot print_timing: id  2 | task 25347 | n_decoded =    148, tg =  49.25 t/s, tg_3s =  49.25 t/s
10.00.522.747 I slot print_timing: id  2 | task 25347 | n_decoded =    303, tg =  50.38 t/s, tg_3s =  51.51 t/s
10.03.537.680 I slot print_timing: id  2 | task 25347 | n_decoded =    454, tg =  50.28 t/s, tg_3s =  50.08 t/s
10.06.442.940 I slot print_timing: id  2 | task 25347 | prompt eval time =     316.71 ms /   103 tokens (    3.07 ms per token,   325.22 tokens per second)
10.06.442.942 I slot print_timing: id  2 | task 25347 |        eval time =   11933.98 ms /   600 tokens (   19.89 ms per token,    50.28 tokens per second)
10.06.442.943 I slot print_timing: id  2 | task 25347 |       total time =   12250.69 ms /   703 tokens
10.06.442.943 I slot print_timing: id  2 | task 25347 |    graphs reused =      25524
10.06.442.959 I slot      release: id  2 | task 25347 | stop processing: n_tokens = 702, truncated = 0
10.06.444.647 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
10.06.444.659 I slot launch_slot_: id  2 | task 25949 | processing task, is_child = 0
10.06.550.907 I slot print_timing: id  2 | task 25949 | prompt eval time =      86.10 ms /     9 tokens (    9.57 ms per token,   104.52 tokens per second)
10.06.550.910 I slot print_timing: id  2 | task 25949 |        eval time =      20.12 ms /     2 tokens (   10.06 ms per token,    99.38 tokens per second)
10.06.550.911 I slot print_timing: id  2 | task 25949 |       total time =     106.23 ms /    11 tokens
10.06.550.911 I slot print_timing: id  2 | task 25949 |    graphs reused =      25524
10.06.550.942 I slot      release: id  2 | task 25949 | stop processing: n_tokens = 712, truncated = 0
10.06.551.938 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.101 (> 0.100 thold), f_keep = 0.010
10.06.551.974 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.391 MiB)
10.06.591.434 I slot launch_slot_: id  2 | task 25953 | processing task, is_child = 0
10.09.862.131 I slot print_timing: id  2 | task 25953 | n_decoded =    125, tg =  41.54 t/s, tg_3s =  41.54 t/s
10.12.862.169 I slot print_timing: id  2 | task 25953 | n_decoded =    266, tg =  44.27 t/s, tg_3s =  47.00 t/s
10.15.891.700 I slot print_timing: id  2 | task 25953 | n_decoded =    421, tg =  46.58 t/s, tg_3s =  51.16 t/s
10.18.901.338 I slot print_timing: id  2 | task 25953 | n_decoded =    529, tg =  43.91 t/s, tg_3s =  35.88 t/s
10.20.750.085 I slot print_timing: id  2 | task 25953 | prompt eval time =     261.70 ms /    69 tokens (    3.79 ms per token,   263.66 tokens per second)
10.20.750.120 I slot print_timing: id  2 | task 25953 |        eval time =   13896.90 ms /   600 tokens (   23.16 ms per token,    43.18 tokens per second)
10.20.750.122 I slot print_timing: id  2 | task 25953 |       total time =   14158.60 ms /   669 tokens
10.20.750.125 I slot print_timing: id  2 | task 25953 |    graphs reused =      26120
10.20.750.202 I slot      release: id  2 | task 25953 | stop processing: n_tokens = 668, truncated = 0
10.20.762.266 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
10.20.762.346 I slot launch_slot_: id  2 | task 26555 | processing task, is_child = 0
10.20.927.483 I slot print_timing: id  2 | task 26555 | prompt eval time =     133.92 ms /     9 tokens (   14.88 ms per token,    67.21 tokens per second)
10.20.927.490 I slot print_timing: id  2 | task 26555 |        eval time =      31.15 ms /     2 tokens (   15.57 ms per token,    64.21 tokens per second)
10.20.927.493 I slot print_timing: id  2 | task 26555 |       total time =     165.06 ms /    11 tokens
10.20.927.494 I slot print_timing: id  2 | task 26555 |    graphs reused =      26120
10.20.927.559 I slot      release: id  2 | task 26555 | stop processing: n_tokens = 678, truncated = 0
10.20.929.611 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 11896487479
10.20.929.645 I slot launch_slot_: id  1 | task 26559 | processing task, is_child = 0
10.20.929.764 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.701 MiB)
10.24.349.752 I slot print_timing: id  1 | task 26559 | n_decoded =    149, tg =  49.59 t/s, tg_3s =  49.59 t/s
10.27.360.394 I slot print_timing: id  1 | task 26559 | n_decoded =    271, tg =  45.05 t/s, tg_3s =  40.52 t/s
10.30.377.438 I slot print_timing: id  1 | task 26559 | n_decoded =    418, tg =  46.28 t/s, tg_3s =  48.72 t/s
10.33.388.107 I slot print_timing: id  1 | task 26559 | n_decoded =    534, tg =  44.34 t/s, tg_3s =  38.53 t/s
10.34.987.145 I slot print_timing: id  1 | task 26559 | prompt eval time =     319.26 ms /   104 tokens (    3.07 ms per token,   325.76 tokens per second)
10.34.987.151 I slot print_timing: id  1 | task 26559 |        eval time =   13642.33 ms /   600 tokens (   22.74 ms per token,    43.98 tokens per second)
10.34.987.151 I slot print_timing: id  1 | task 26559 |       total time =   13961.58 ms /   704 tokens
10.34.987.152 I slot print_timing: id  1 | task 26559 |    graphs reused =      26716
10.34.987.168 I slot      release: id  1 | task 26559 | stop processing: n_tokens = 703, truncated = 0
10.34.988.753 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
10.34.988.771 I slot launch_slot_: id  1 | task 27161 | processing task, is_child = 0
10.35.093.918 I slot print_timing: id  1 | task 27161 | prompt eval time =      84.73 ms /     9 tokens (    9.41 ms per token,   106.22 tokens per second)
10.35.093.922 I slot print_timing: id  1 | task 27161 |        eval time =      20.39 ms /     2 tokens (   10.19 ms per token,    98.09 tokens per second)
10.35.093.922 I slot print_timing: id  1 | task 27161 |       total time =     105.12 ms /    11 tokens
10.35.093.922 I slot print_timing: id  1 | task 27161 |    graphs reused =      26716
10.35.093.952 I slot      release: id  1 | task 27161 | stop processing: n_tokens = 713, truncated = 0
10.35.095.158 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 11909504145
10.35.095.177 I slot launch_slot_: id  0 | task 27165 | processing task, is_child = 0
10.35.095.206 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.332 MiB)
10.38.428.417 I slot print_timing: id  0 | task 27165 | n_decoded =    135, tg =  44.90 t/s, tg_3s =  44.90 t/s
10.41.430.270 I slot print_timing: id  0 | task 27165 | n_decoded =    229, tg =  38.11 t/s, tg_3s =  31.31 t/s
10.44.448.142 I slot print_timing: id  0 | task 27165 | n_decoded =    358, tg =  39.66 t/s, tg_3s =  42.75 t/s
10.47.454.903 I slot print_timing: id  0 | task 27165 | n_decoded =    495, tg =  41.14 t/s, tg_3s =  45.56 t/s
10.49.487.357 I slot print_timing: id  0 | task 27165 | prompt eval time =     279.19 ms /    80 tokens (    3.49 ms per token,   286.55 tokens per second)
10.49.487.364 I slot print_timing: id  0 | task 27165 |        eval time =   14065.59 ms /   600 tokens (   23.44 ms per token,    42.66 tokens per second)
10.49.487.366 I slot print_timing: id  0 | task 27165 |       total time =   14344.77 ms /   680 tokens
10.49.487.366 I slot print_timing: id  0 | task 27165 |    graphs reused =      27312
10.49.487.381 I slot      release: id  0 | task 27165 | stop processing: n_tokens = 679, truncated = 0
10.49.489.033 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
10.49.489.048 I slot launch_slot_: id  0 | task 27767 | processing task, is_child = 0
10.49.589.361 I slot print_timing: id  0 | task 27767 | prompt eval time =      80.26 ms /     8 tokens (   10.03 ms per token,    99.68 tokens per second)
10.49.589.363 I slot print_timing: id  0 | task 27767 |        eval time =      20.04 ms /     2 tokens (   10.02 ms per token,    99.82 tokens per second)
10.49.589.364 I slot print_timing: id  0 | task 27767 |       total time =     100.30 ms /    10 tokens
10.49.589.364 I slot print_timing: id  0 | task 27767 |    graphs reused =      27312
10.49.589.391 I slot      release: id  0 | task 27767 | stop processing: n_tokens = 688, truncated = 0
10.49.590.388 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 11923658576
10.49.590.402 I slot launch_slot_: id  3 | task 27771 | processing task, is_child = 0
10.49.590.432 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.547 MiB)
10.52.921.139 I slot print_timing: id  3 | task 27771 | n_decoded =    125, tg =  41.48 t/s, tg_3s =  41.48 t/s
10.55.927.508 I slot print_timing: id  3 | task 27771 | n_decoded =    281, tg =  46.68 t/s, tg_3s =  51.89 t/s
10.58.946.444 I slot print_timing: id  3 | task 27771 | n_decoded =    400, tg =  44.25 t/s, tg_3s =  39.42 t/s
11.01.957.623 I slot print_timing: id  3 | task 27771 | n_decoded =    559, tg =  46.39 t/s, tg_3s =  52.80 t/s
11.02.873.832 I slot print_timing: id  3 | task 27771 | prompt eval time =     278.86 ms /    82 tokens (    3.40 ms per token,   294.06 tokens per second)
11.02.873.859 I slot print_timing: id  3 | task 27771 |        eval time =   12966.01 ms /   600 tokens (   21.61 ms per token,    46.27 tokens per second)
11.02.873.864 I slot print_timing: id  3 | task 27771 |       total time =   13244.86 ms /   682 tokens
11.02.873.867 I slot print_timing: id  3 | task 27771 |    graphs reused =      27908
11.02.873.926 I slot      release: id  3 | task 27771 | stop processing: n_tokens = 681, truncated = 0
11.02.882.511 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
11.02.882.603 I slot launch_slot_: id  3 | task 28373 | processing task, is_child = 0
11.03.074.037 I slot print_timing: id  3 | task 28373 | prompt eval time =     154.28 ms /     9 tokens (   17.14 ms per token,    58.34 tokens per second)
11.03.074.060 I slot print_timing: id  3 | task 28373 |        eval time =      37.05 ms /     2 tokens (   18.53 ms per token,    53.98 tokens per second)
11.03.074.062 I slot print_timing: id  3 | task 28373 |       total time =     191.33 ms /    11 tokens
11.03.074.063 I slot print_timing: id  3 | task 28373 |    graphs reused =      27908
11.03.074.169 I slot      release: id  3 | task 28373 | stop processing: n_tokens = 691, truncated = 0
11.03.077.016 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 11950438358
11.03.077.113 I slot launch_slot_: id  2 | task 28377 | processing task, is_child = 0
11.03.077.308 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 262.240 MiB)
11.06.459.101 I slot print_timing: id  2 | task 28377 | n_decoded =    154, tg =  50.92 t/s, tg_3s =  50.92 t/s
11.09.464.653 I slot print_timing: id  2 | task 28377 | n_decoded =    259, tg =  42.95 t/s, tg_3s =  34.94 t/s
11.12.467.953 I slot print_timing: id  2 | task 28377 | n_decoded =    401, tg =  44.39 t/s, tg_3s =  47.28 t/s
11.15.479.787 I slot print_timing: id  2 | task 28377 | n_decoded =    532, tg =  44.17 t/s, tg_3s =  43.50 t/s
11.16.774.816 I slot print_timing: id  2 | task 28377 | prompt eval time =     264.06 ms /    67 tokens (    3.94 ms per token,   253.73 tokens per second)
11.16.774.836 I slot print_timing: id  2 | task 28377 |        eval time =   13340.17 ms /   600 tokens (   22.23 ms per token,    44.98 tokens per second)
11.16.774.838 I slot print_timing: id  2 | task 28377 |       total time =   13604.23 ms /   667 tokens
11.16.774.839 I slot print_timing: id  2 | task 28377 |    graphs reused =      28504
11.16.774.934 I slot      release: id  2 | task 28377 | stop processing: n_tokens = 666, truncated = 0
11.16.780.348 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
11.16.780.426 I slot launch_slot_: id  2 | task 28979 | processing task, is_child = 0
11.16.913.176 I slot print_timing: id  2 | task 28979 | prompt eval time =     109.77 ms /     9 tokens (   12.20 ms per token,    81.99 tokens per second)
11.16.913.181 I slot print_timing: id  2 | task 28979 |        eval time =      22.91 ms /     2 tokens (   11.46 ms per token,    87.29 tokens per second)
11.16.913.182 I slot print_timing: id  2 | task 28979 |       total time =     132.68 ms /    11 tokens
11.16.913.182 I slot print_timing: id  2 | task 28979 |    graphs reused =      28504
11.16.913.219 I slot      release: id  2 | task 28979 | stop processing: n_tokens = 676, truncated = 0
11.16.914.404 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 11964604751
11.16.914.424 I slot launch_slot_: id  1 | task 28983 | processing task, is_child = 0
11.16.914.475 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.626 MiB)
11.20.315.791 I slot print_timing: id  1 | task 28983 | n_decoded =    158, tg =  52.36 t/s, tg_3s =  52.36 t/s
11.23.322.440 I slot print_timing: id  1 | task 28983 | n_decoded =    267, tg =  44.32 t/s, tg_3s =  36.25 t/s
11.26.325.019 I slot print_timing: id  1 | task 28983 | n_decoded =    419, tg =  46.42 t/s, tg_3s =  50.62 t/s
11.29.325.392 I slot print_timing: id  1 | task 28983 | n_decoded =    569, tg =  47.31 t/s, tg_3s =  49.99 t/s
11.29.894.484 I slot print_timing: id  1 | task 28983 | prompt eval time =     313.73 ms /   104 tokens (    3.02 ms per token,   331.50 tokens per second)
11.29.894.488 I slot print_timing: id  1 | task 28983 |        eval time =   12596.36 ms /   600 tokens (   20.99 ms per token,    47.63 tokens per second)
11.29.894.488 I slot print_timing: id  1 | task 28983 |       total time =   12910.09 ms /   704 tokens
11.29.894.489 I slot print_timing: id  1 | task 28983 |    graphs reused =      29100
11.29.894.503 I slot      release: id  1 | task 28983 | stop processing: n_tokens = 703, truncated = 0
11.29.896.142 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
11.29.896.164 I slot launch_slot_: id  1 | task 29585 | processing task, is_child = 0
11.30.002.756 I slot print_timing: id  1 | task 29585 | prompt eval time =      86.10 ms /     9 tokens (    9.57 ms per token,   104.53 tokens per second)
11.30.002.760 I slot print_timing: id  1 | task 29585 |        eval time =      20.47 ms /     2 tokens (   10.23 ms per token,    97.70 tokens per second)
11.30.002.761 I slot print_timing: id  1 | task 29585 |       total time =     106.57 ms /    11 tokens
11.30.002.761 I slot print_timing: id  1 | task 29585 |    graphs reused =      29100
11.30.002.789 I slot      release: id  1 | task 29585 | stop processing: n_tokens = 713, truncated = 0
11.30.003.698 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 11979100190
11.30.003.713 I slot launch_slot_: id  0 | task 29589 | processing task, is_child = 0
11.30.003.745 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.430 MiB)
11.33.330.501 I slot print_timing: id  0 | task 29589 | n_decoded =    147, tg =  48.36 t/s, tg_3s =  48.36 t/s
11.36.332.029 I slot print_timing: id  0 | task 29589 | n_decoded =    263, tg =  43.53 t/s, tg_3s =  38.65 t/s
11.39.349.473 I slot print_timing: id  0 | task 29589 | n_decoded =    421, tg =  46.48 t/s, tg_3s =  52.36 t/s
11.42.363.100 I slot print_timing: id  0 | task 29589 | n_decoded =    549, tg =  45.48 t/s, tg_3s =  42.47 t/s
11.43.659.468 I slot print_timing: id  0 | task 29589 | prompt eval time =     248.90 ms /    66 tokens (    3.77 ms per token,   265.17 tokens per second)
11.43.659.471 I slot print_timing: id  0 | task 29589 |        eval time =   13368.60 ms /   600 tokens (   22.28 ms per token,    44.88 tokens per second)
11.43.659.472 I slot print_timing: id  0 | task 29589 |       total time =   13617.49 ms /   666 tokens
11.43.659.472 I slot print_timing: id  0 | task 29589 |    graphs reused =      29696
11.43.659.483 I slot      release: id  0 | task 29589 | stop processing: n_tokens = 665, truncated = 0
11.43.661.008 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
11.43.661.023 I slot launch_slot_: id  0 | task 30191 | processing task, is_child = 0
11.43.762.125 I slot print_timing: id  0 | task 30191 | prompt eval time =      80.60 ms /     8 tokens (   10.07 ms per token,    99.26 tokens per second)
11.43.762.127 I slot print_timing: id  0 | task 30191 |        eval time =      20.48 ms /     2 tokens (   10.24 ms per token,    97.66 tokens per second)
11.43.762.128 I slot print_timing: id  0 | task 30191 |       total time =     101.08 ms /    10 tokens
11.43.762.128 I slot print_timing: id  0 | task 30191 |    graphs reused =      29696
11.43.762.153 I slot      release: id  0 | task 30191 | stop processing: n_tokens = 674, truncated = 0
11.43.763.101 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 11992584968
11.43.763.115 I slot launch_slot_: id  3 | task 30195 | processing task, is_child = 0
11.43.763.145 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.153 MiB)
11.47.100.122 I slot print_timing: id  3 | task 30195 | n_decoded =    150, tg =  49.71 t/s, tg_3s =  49.71 t/s
11.50.120.043 I slot print_timing: id  3 | task 30195 | n_decoded =    283, tg =  46.87 t/s, tg_3s =  44.04 t/s
11.53.134.131 I slot print_timing: id  3 | task 30195 | n_decoded =    432, tg =  47.73 t/s, tg_3s =  49.43 t/s
11.56.147.854 I slot print_timing: id  3 | task 30195 | n_decoded =    584, tg =  48.40 t/s, tg_3s =  50.44 t/s
11.56.440.564 I slot print_timing: id  3 | task 30195 | prompt eval time =     270.07 ms /    70 tokens (    3.86 ms per token,   259.19 tokens per second)
11.56.440.567 I slot print_timing: id  3 | task 30195 |        eval time =   12358.05 ms /   600 tokens (   20.60 ms per token,    48.55 tokens per second)
11.56.440.567 I slot print_timing: id  3 | task 30195 |       total time =   12628.12 ms /   670 tokens
11.56.440.568 I slot print_timing: id  3 | task 30195 |    graphs reused =      30292
11.56.440.584 I slot      release: id  3 | task 30195 | stop processing: n_tokens = 669, truncated = 0
11.56.442.274 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
11.56.442.292 I slot launch_slot_: id  3 | task 30797 | processing task, is_child = 0
11.56.548.568 I slot print_timing: id  3 | task 30797 | prompt eval time =      85.92 ms /     9 tokens (    9.55 ms per token,   104.75 tokens per second)
11.56.548.571 I slot print_timing: id  3 | task 30797 |        eval time =      20.34 ms /     2 tokens (   10.17 ms per token,    98.34 tokens per second)
11.56.548.571 I slot print_timing: id  3 | task 30797 |       total time =     106.26 ms /    11 tokens
11.56.548.572 I slot print_timing: id  3 | task 30797 |    graphs reused =      30292
11.56.548.610 I slot      release: id  3 | task 30797 | stop processing: n_tokens = 679, truncated = 0
11.56.549.562 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12006424018
11.56.549.577 I slot launch_slot_: id  2 | task 30801 | processing task, is_child = 0
11.56.549.615 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.192 MiB)
11.59.865.529 I slot print_timing: id  2 | task 30801 | n_decoded =    111, tg =  36.85 t/s, tg_3s =  36.85 t/s
12.02.869.411 I slot print_timing: id  2 | task 30801 | n_decoded =    272, tg =  45.21 t/s, tg_3s =  53.60 t/s
12.05.878.304 I slot print_timing: id  2 | task 30801 | n_decoded =    422, tg =  46.76 t/s, tg_3s =  49.85 t/s
12.08.894.205 I slot print_timing: id  2 | task 30801 | n_decoded =    509, tg =  42.27 t/s, tg_3s =  28.85 t/s
12.11.566.745 I slot print_timing: id  2 | task 30801 | prompt eval time =     255.38 ms /    68 tokens (    3.76 ms per token,   266.27 tokens per second)
12.11.566.766 I slot print_timing: id  2 | task 30801 |        eval time =   14713.46 ms /   600 tokens (   24.52 ms per token,    40.78 tokens per second)
12.11.566.769 I slot print_timing: id  2 | task 30801 |       total time =   14968.84 ms /   668 tokens
12.11.566.771 I slot print_timing: id  2 | task 30801 |    graphs reused =      30888
12.11.566.827 I slot      release: id  2 | task 30801 | stop processing: n_tokens = 667, truncated = 0
12.11.573.306 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
12.11.573.384 I slot launch_slot_: id  2 | task 31403 | processing task, is_child = 0
12.11.725.535 I slot print_timing: id  2 | task 31403 | prompt eval time =     129.27 ms /     9 tokens (   14.36 ms per token,    69.62 tokens per second)
12.11.725.539 I slot print_timing: id  2 | task 31403 |        eval time =      22.81 ms /     2 tokens (   11.40 ms per token,    87.69 tokens per second)
12.11.725.540 I slot print_timing: id  2 | task 31403 |       total time =     152.08 ms /    11 tokens
12.11.725.540 I slot print_timing: id  2 | task 31403 |    graphs reused =      30888
12.11.725.569 I slot      release: id  2 | task 31403 | stop processing: n_tokens = 677, truncated = 0
12.11.726.677 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12019513588
12.11.726.693 I slot launch_slot_: id  1 | task 31407 | processing task, is_child = 0
12.11.726.735 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.212 MiB)
12.15.044.724 I slot print_timing: id  1 | task 31407 | n_decoded =    159, tg =  52.88 t/s, tg_3s =  52.88 t/s
12.18.046.314 I slot print_timing: id  1 | task 31407 | n_decoded =    278, tg =  46.27 t/s, tg_3s =  39.65 t/s
12.21.073.705 I slot print_timing: id  1 | task 31407 | n_decoded =    392, tg =  43.38 t/s, tg_3s =  37.66 t/s
12.24.104.603 I slot print_timing: id  1 | task 31407 | n_decoded =    497, tg =  41.19 t/s, tg_3s =  34.64 t/s
12.26.885.465 I slot print_timing: id  1 | task 31407 | prompt eval time =     252.55 ms /    66 tokens (    3.83 ms per token,   261.34 tokens per second)
12.26.885.477 I slot print_timing: id  1 | task 31407 |        eval time =   14847.43 ms /   600 tokens (   24.75 ms per token,    40.41 tokens per second)
12.26.885.478 I slot print_timing: id  1 | task 31407 |       total time =   15099.98 ms /   666 tokens
12.26.885.483 I slot print_timing: id  1 | task 31407 |    graphs reused =      31484
12.26.885.524 I slot      release: id  1 | task 31407 | stop processing: n_tokens = 665, truncated = 0
12.26.890.488 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
12.26.890.563 I slot launch_slot_: id  1 | task 32009 | processing task, is_child = 0
12.27.025.804 I slot print_timing: id  1 | task 32009 | prompt eval time =     110.36 ms /     8 tokens (   13.80 ms per token,    72.49 tokens per second)
12.27.025.810 I slot print_timing: id  1 | task 32009 |        eval time =      24.80 ms /     2 tokens (   12.40 ms per token,    80.64 tokens per second)
12.27.025.813 I slot print_timing: id  1 | task 32009 |       total time =     135.16 ms /    10 tokens
12.27.025.813 I slot print_timing: id  1 | task 32009 |    graphs reused =      31484
12.27.025.861 I slot      release: id  1 | task 32009 | stop processing: n_tokens = 674, truncated = 0
12.27.027.613 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12033272952
12.27.027.642 I slot launch_slot_: id  0 | task 32013 | processing task, is_child = 0
12.27.027.709 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.017 MiB)
12.30.458.037 I slot print_timing: id  0 | task 32013 | n_decoded =    116, tg =  38.40 t/s, tg_3s =  38.40 t/s
12.33.492.362 I slot print_timing: id  0 | task 32013 | n_decoded =    235, tg =  38.81 t/s, tg_3s =  39.22 t/s
12.36.499.331 I slot print_timing: id  0 | task 32013 | n_decoded =    348, tg =  38.40 t/s, tg_3s =  37.58 t/s
12.39.501.238 I slot print_timing: id  0 | task 32013 | n_decoded =    441, tg =  36.56 t/s, tg_3s =  30.98 t/s
